cve_id,cwe_id
CVE-2024-12655,CWE-476
CVE-2024-12613,CWE-89
CVE-2024-12614,CWE-862
CVE-2024-12694,CWE-416
CVE-2024-12629,CWE-1321
CVE-2024-12624,CWE-79
CVE-2024-12693,CWE-787
CVE-2024-12695,CWE-787
CVE-2024-12662,CWE-476
CVE-2024-12686,CWE-78
CVE-2024-12638,CWE-79
CVE-2024-12654,CWE-476
CVE-2024-12657,CWE-476
CVE-2024-12660,CWE-476
CVE-2024-12692,CWE-843
CVE-2024-12635,CWE-89
CVE-2024-12679,CWE-79
CVE-2024-12669,CWE-787
CVE-2024-12658,CWE-476
CVE-2024-12664,CWE-79
CVE-2024-12683,CWE-79
CVE-2024-12653,CWE-476
CVE-2024-12659,CWE-476
CVE-2024-12620,CWE-862
CVE-2024-12604,CWE-312
CVE-2024-12671,CWE-787
CVE-2024-32442,CWE-352
CVE-2024-32456,CWE-79
CVE-2024-32430,CWE-918
CVE-2024-32461,CWE-89
CVE-2024-32479,CWE-79
CVE-2024-32458,CWE-125
CVE-2024-32459,CWE-125
CVE-2024-32429,CWE-79
CVE-2024-32440,CWE-352
CVE-2024-32445,CWE-352
CVE-2024-32441,CWE-352
CVE-2024-32460,CWE-125
CVE-2024-32428,CWE-79
CVE-2024-32484,CWE-79
CVE-2024-32453,CWE-79
CVE-2024-32431,CWE-502
CVE-2024-32439,CWE-352
CVE-2024-32438,CWE-352
CVE-2024-32481,CWE-681
CVE-2024-32464,CWE-79
CVE-2024-32443,CWE-352
CVE-2024-32480,CWE-89
CVE-2024-56225,CWE-862
CVE-2024-56247,CWE-89
CVE-2024-56227,CWE-862
CVE-2024-56273,CWE-862
CVE-2024-56295,CWE-862
CVE-2024-56217,CWE-862
CVE-2024-56226,CWE-79
CVE-2024-56259,CWE-79
CVE-2024-56254,CWE-79
CVE-2024-56216,CWE-829
CVE-2024-56242,CWE-79
CVE-2024-56288,CWE-79
CVE-2024-56222,CWE-352
CVE-2024-56237,CWE-79
CVE-2024-56266,CWE-862
CVE-2024-56252,CWE-79
CVE-2024-56274,CWE-79
CVE-2024-56285,CWE-79
CVE-2024-8508,CWE-1284
CVE-2024-8501,CWE-36
CVE-2024-8568,CWE-89
CVE-2024-8541,CWE-79
CVE-2024-8515,CWE-79
CVE-2024-8569,CWE-89
CVE-2024-8554,CWE-79
CVE-2024-8524,CWE-73
CVE-2024-8500,CWE-79
CVE-2024-8556,CWE-79
CVE-2024-8557,CWE-89
CVE-2024-8558,CWE-1284
CVE-2024-8546,CWE-79
CVE-2024-8519,CWE-79
CVE-2024-8549,CWE-79
CVE-2024-8587,CWE-787
CVE-2024-8543,CWE-79
CVE-2024-8548,CWE-862
CVE-2024-8572,CWE-79
CVE-2024-8571,CWE-209
CVE-2024-8585,CWE-22
CVE-2024-8566,CWE-79
CVE-2024-8584,CWE-306
CVE-2024-8513,CWE-862
CVE-2024-8560,CWE-89
CVE-2024-8570,CWE-89
CVE-2024-8564,CWE-89
CVE-2024-8547,CWE-79
CVE-2024-8567,CWE-89
CVE-2024-8582,CWE-79
CVE-2024-8514,CWE-502
CVE-2024-8538,CWE-22
CVE-2024-8561,CWE-89
CVE-2024-8559,CWE-89
CVE-2024-8583,CWE-79
CVE-2024-8520,CWE-352
CVE-2024-8552,CWE-862
CVE-2024-8586,CWE-601
CVE-2024-8507,CWE-352
CVE-2024-8562,CWE-79
CVE-2024-8555,CWE-601
CVE-2024-8529,CWE-89
CVE-2024-8536,CWE-79
CVE-2024-8563,CWE-79
CVE-2024-8565,CWE-89
CVE-2024-8522,CWE-89
CVE-2024-8505,CWE-79
CVE-2024-8544,CWE-79
CVE-2024-12485,CWE-89
CVE-2024-12482,CWE-22
CVE-2024-12487,CWE-89
CVE-2024-12414,CWE-352
CVE-2024-12490,CWE-89
CVE-2024-12451,CWE-79
CVE-2024-12492,CWE-89
CVE-2024-12477,CWE-79
CVE-2024-12436,CWE-352
CVE-2024-12481,CWE-89
CVE-2024-12452,CWE-79
CVE-2024-12489,CWE-89
CVE-2024-12467,CWE-79
CVE-2024-12483,CWE-639
CVE-2024-12475,CWE-79
CVE-2024-12479,CWE-89
CVE-2024-12488,CWE-89
CVE-2024-12497,CWE-89
CVE-2024-12463,CWE-79
CVE-2024-12468,CWE-79
CVE-2024-12494,CWE-79
CVE-2024-12484,CWE-89
CVE-2024-12486,CWE-89
CVE-2024-12480,CWE-89
CVE-2024-12444,CWE-79
CVE-2024-12427,CWE-862
CVE-2024-12450,CWE-918
CVE-2024-39863,CWE-79
CVE-2024-39878,CWE-522
CVE-2024-39880,CWE-787
CVE-2024-39882,CWE-125
CVE-2024-39881,CWE-787
CVE-2024-39830,CWE-203
CVE-2024-39867,CWE-425
CVE-2024-39871,CWE-863
CVE-2024-39873,CWE-307
CVE-2024-39809,CWE-613
CVE-2024-39879,CWE-522
CVE-2024-39832,CWE-754
CVE-2024-39876,CWE-770
CVE-2024-39875,CWE-732
CVE-2024-39883,CWE-787
CVE-2024-39874,CWE-307
CVE-2024-39897,CWE-639
CVE-2024-39887,CWE-89
CVE-2024-39864,CWE-94
CVE-2024-39877,CWE-94
CVE-2024-39891,CWE-203
CVE-2024-39818,CWE-522
CVE-2024-39868,CWE-425
CVE-2024-39865,CWE-434
CVE-2024-39825,CWE-787
CVE-2024-47602,CWE-476
CVE-2024-47601,CWE-476
CVE-2024-47630,CWE-79
CVE-2024-47615,CWE-787
CVE-2024-47636,CWE-502
CVE-2024-47617,CWE-79
CVE-2024-47604,CWE-79
CVE-2024-47603,CWE-476
CVE-2024-47655,CWE-434
CVE-2024-47640,CWE-79
CVE-2024-47606,CWE-191
CVE-2024-47657,CWE-639
CVE-2024-47637,CWE-23
CVE-2024-47648,CWE-601
CVE-2024-47608,CWE-78
CVE-2024-47632,CWE-79
CVE-2024-47634,CWE-352
CVE-2024-47600,CWE-125
CVE-2024-47638,CWE-79
CVE-2024-47607,CWE-787
CVE-2024-47618,CWE-79
CVE-2024-47613,CWE-787
CVE-2024-47625,CWE-79
CVE-2024-47656,CWE-307
CVE-2024-24743,CWE-611
CVE-2024-24713,CWE-79
CVE-2024-24741,CWE-862
CVE-2024-24768,CWE-315
CVE-2024-24796,CWE-502
CVE-2024-24718,CWE-862
CVE-2024-24773,CWE-863
CVE-2024-24754,CWE-436
CVE-2024-24740,CWE-732
CVE-2024-24779,CWE-863
CVE-2024-24771,CWE-654
CVE-2024-24704,CWE-862
CVE-2024-24799,CWE-862
CVE-2024-24756,CWE-22
CVE-2024-24793,CWE-416
CVE-2024-24798,CWE-352
CVE-2024-24716,CWE-862
CVE-2024-24763,CWE-601
CVE-2024-24701,CWE-352
CVE-2024-24761,CWE-863
CVE-2024-24759,CWE-918
CVE-2024-24717,CWE-79
CVE-2024-24742,CWE-79
CVE-2024-24797,CWE-502
CVE-2024-24764,CWE-601
CVE-2024-24706,CWE-352
CVE-2024-24753,CWE-436
CVE-2024-24794,CWE-416
CVE-2024-24702,CWE-352
CVE-2024-24762,CWE-1333
CVE-2024-24739,CWE-862
CVE-2024-24712,CWE-79
CVE-2024-24772,CWE-89
CVE-2024-24714,CWE-434
CVE-2024-24708,CWE-352
CVE-2024-24751,CWE-863
CVE-2024-24775,CWE-476
CVE-2024-24766,CWE-203
CVE-2024-24752,CWE-770
CVE-2024-24750,CWE-401
CVE-2024-24774,CWE-863
CVE-2024-8318,CWE-79
CVE-2024-8346,CWE-89
CVE-2024-8331,CWE-89
CVE-2024-8339,CWE-89
CVE-2024-8364,CWE-79
CVE-2024-8358,CWE-78
CVE-2024-8387,CWE-787
CVE-2024-8385,CWE-843
CVE-2024-8391,CWE-770
CVE-2024-8335,CWE-89
CVE-2024-8376,CWE-401
CVE-2024-8359,CWE-78
CVE-2024-8365,CWE-532
CVE-2024-8312,CWE-79
CVE-2024-8381,CWE-843
CVE-2024-8323,CWE-79
CVE-2024-8352,CWE-22
CVE-2024-8341,CWE-434
CVE-2024-8334,CWE-117
CVE-2024-8309,CWE-89
CVE-2024-8347,CWE-89
CVE-2024-8320,CWE-306
CVE-2024-8328,CWE-79
CVE-2024-8343,CWE-89
CVE-2024-8301,CWE-89
CVE-2024-8338,CWE-434
CVE-2024-8340,CWE-89
CVE-2024-8336,CWE-89
CVE-2024-8360,CWE-78
CVE-2024-8337,CWE-79
CVE-2024-8395,CWE-89
CVE-2024-8316,CWE-502
CVE-2024-8321,CWE-306
CVE-2024-8317,CWE-79
CVE-2024-8302,CWE-89
CVE-2024-8330,CWE-434
CVE-2024-8368,CWE-89
CVE-2024-8366,CWE-79
CVE-2024-8394,CWE-416
CVE-2024-8369,CWE-862
CVE-2024-8327,CWE-89
CVE-2024-8325,CWE-79
CVE-2024-8350,CWE-862
CVE-2024-8362,CWE-416
CVE-2024-8332,CWE-89
CVE-2024-8363,CWE-79
CVE-2024-8348,CWE-89
CVE-2024-8389,CWE-787
CVE-2024-8384,CWE-787
CVE-2024-8329,CWE-89
CVE-2024-8319,CWE-352
CVE-2024-8374,CWE-94
CVE-2024-8386,CWE-601
CVE-2024-8342,CWE-434
CVE-2024-8304,CWE-22
CVE-2024-8349,CWE-862
CVE-2024-8345,CWE-89
CVE-2024-8353,CWE-502
CVE-2024-8379,CWE-89
CVE-2024-8344,CWE-89
CVE-2024-8084,CWE-79
CVE-2024-8056,CWE-79
CVE-2024-8048,CWE-470
CVE-2024-8015,CWE-470
CVE-2024-8086,CWE-89
CVE-2024-8089,CWE-434
CVE-2024-8004,CWE-79
CVE-2024-8066,CWE-434
CVE-2024-8021,CWE-601
CVE-2024-8005,CWE-798
CVE-2024-8083,CWE-89
CVE-2024-8043,CWE-352
CVE-2024-8052,CWE-352
CVE-2024-8054,CWE-79
CVE-2024-8062,CWE-1088
CVE-2024-8045,CWE-79
CVE-2024-8093,CWE-352
CVE-2024-8095,CWE-79
CVE-2024-8001,CWE-862
CVE-2024-8063,CWE-369
CVE-2024-8044,CWE-352
CVE-2024-8007,CWE-295
CVE-2024-8011,CWE-863
CVE-2024-8006,CWE-476
CVE-2024-8016,CWE-502
CVE-2024-8013,CWE-319
CVE-2024-8073,CWE-77
CVE-2024-8091,CWE-352
CVE-2024-8081,CWE-89
CVE-2024-8012,CWE-306
CVE-2024-8042,CWE-862
CVE-2024-8094,CWE-352
CVE-2024-8092,CWE-352
CVE-2024-8026,CWE-352
CVE-2024-8014,CWE-470
CVE-2024-8080,CWE-89
CVE-2024-8025,CWE-787
CVE-2024-8003,CWE-502
CVE-2024-8047,CWE-352
CVE-2024-8051,CWE-352
CVE-2024-8087,CWE-89
CVE-2024-8053,CWE-306
CVE-2024-8090,CWE-352
CVE-2024-38706,CWE-22
CVE-2024-38701,CWE-639
CVE-2024-38781,CWE-79
CVE-2024-38786,CWE-79
CVE-2024-38728,CWE-918
CVE-2024-38708,CWE-89
CVE-2024-38711,CWE-79
CVE-2024-38784,CWE-79
CVE-2024-38769,CWE-862
CVE-2024-38783,CWE-862
CVE-2024-38785,CWE-79
CVE-2024-38782,CWE-79
CVE-2024-38707,CWE-862
CVE-2024-38768,CWE-22
CVE-2024-38788,CWE-89
CVE-2024-38710,CWE-79
CVE-2024-38773,CWE-89
CVE-2024-38793,CWE-89
CVE-2024-38759,CWE-502
CVE-2024-38730,CWE-918
CVE-2024-38791,CWE-918
CVE-2024-38755,CWE-89
CVE-2024-38723,CWE-918
CVE-2024-38705,CWE-79
CVE-2024-38795,CWE-89
CVE-2024-41888,CWE-772
CVE-2024-41843,CWE-79
CVE-2024-41817,CWE-427
CVE-2024-41864,CWE-787
CVE-2024-41827,CWE-613
CVE-2024-41841,CWE-79
CVE-2024-41826,CWE-79
CVE-2024-41844,CWE-79
CVE-2024-41803,CWE-89
CVE-2024-41845,CWE-79
CVE-2024-41810,CWE-79
CVE-2024-41813,CWE-918
CVE-2024-41819,CWE-79
CVE-2024-41802,CWE-89
CVE-2024-41815,CWE-78
CVE-2024-41847,CWE-79
CVE-2024-41809,CWE-79
CVE-2024-41874,CWE-502
CVE-2024-41860,CWE-125
CVE-2024-41825,CWE-79
CVE-2024-41808,CWE-79
CVE-2024-41804,CWE-89
CVE-2024-41842,CWE-79
CVE-2024-41861,CWE-125
CVE-2024-41878,CWE-79
CVE-2024-41890,CWE-772
CVE-2024-41862,CWE-125
CVE-2024-41863,CWE-125
CVE-2024-41818,CWE-1333
CVE-2024-41846,CWE-79
CVE-2024-41848,CWE-79
CVE-2024-41877,CWE-79
CVE-2024-41812,CWE-918
CVE-2024-41801,CWE-601
CVE-2024-41829,CWE-303
CVE-2024-41816,CWE-79
CVE-2024-41879,CWE-787
CVE-2024-41876,CWE-79
CVE-2024-41865,CWE-426
CVE-2024-41875,CWE-79
CVE-2024-41824,CWE-532
CVE-2024-51994,CWE-79
CVE-2024-51948,CWE-79
CVE-2024-51951,CWE-79
CVE-2024-51952,CWE-79
CVE-2024-51960,CWE-79
CVE-2024-51944,CWE-79
CVE-2024-51957,CWE-79
CVE-2024-51966,CWE-22
CVE-2024-51938,CWE-79
CVE-2024-51942,CWE-79
CVE-2024-51961,CWE-73
CVE-2024-51963,CWE-79
CVE-2024-51962,CWE-89
CVE-2024-51947,CWE-79
CVE-2024-51956,CWE-79
CVE-2024-51959,CWE-79
CVE-2024-51950,CWE-79
CVE-2024-51993,CWE-312
CVE-2024-51945,CWE-79
CVE-2024-51953,CWE-79
CVE-2024-51958,CWE-22
CVE-2024-51949,CWE-79
CVE-2024-51946,CWE-79
CVE-2024-1499,CWE-79
CVE-2024-1401,CWE-79
CVE-2024-1421,CWE-79
CVE-2024-1449,CWE-79
CVE-2024-1487,CWE-79
CVE-2024-1429,CWE-79
CVE-2024-1465,CWE-79
CVE-2024-1426,CWE-79
CVE-2024-1434,CWE-79
CVE-2024-1471,CWE-79
CVE-2024-1408,CWE-79
CVE-2024-1488,CWE-276
CVE-2024-1464,CWE-79
CVE-2024-1422,CWE-79
CVE-2024-1433,CWE-22
CVE-2024-1453,CWE-125
CVE-2024-1412,CWE-79
CVE-2024-1470,CWE-639
CVE-2024-1497,CWE-79
CVE-2024-1419,CWE-79
CVE-2024-1450,CWE-79
CVE-2024-1428,CWE-79
CVE-2024-1446,CWE-352
CVE-2024-1447,CWE-79
CVE-2024-1495,CWE-1333
CVE-2024-1411,CWE-79
CVE-2024-1451,CWE-79
CVE-2024-1407,CWE-352
CVE-2024-1484,CWE-79
CVE-2024-1454,CWE-416
CVE-2024-1498,CWE-79
CVE-2024-1474,CWE-79
CVE-2024-1492,CWE-862
CVE-2024-1458,CWE-79
CVE-2024-1424,CWE-79
CVE-2024-1483,CWE-22
CVE-2024-1485,CWE-22
CVE-2024-1468,CWE-434
CVE-2024-1413,CWE-79
CVE-2024-1425,CWE-79
CVE-2024-1414,CWE-79
CVE-2024-1448,CWE-79
CVE-2024-1445,CWE-79
CVE-2024-1466,CWE-79
CVE-2024-1496,CWE-79
CVE-2024-1437,CWE-79
CVE-2024-1489,CWE-352
CVE-2024-1409,CWE-79
CVE-2024-1463,CWE-79
CVE-2024-1459,CWE-24
CVE-2024-1427,CWE-79
CVE-2024-1482,CWE-863
CVE-2024-1493,CWE-1333
CVE-2024-1461,CWE-79
CVE-2024-30515,CWE-862
CVE-2024-30525,CWE-862
CVE-2024-30512,CWE-862
CVE-2024-30549,CWE-79
CVE-2024-30500,CWE-434
CVE-2024-30502,CWE-89
CVE-2024-30508,CWE-862
CVE-2024-30537,CWE-862
CVE-2024-30510,CWE-434
CVE-2024-30534,CWE-862
CVE-2024-30513,CWE-639
CVE-2024-30517,CWE-862
CVE-2024-30504,CWE-89
CVE-2024-30519,CWE-79
CVE-2024-30501,CWE-89
CVE-2024-30529,CWE-862
CVE-2024-30539,CWE-862
CVE-2024-30530,CWE-79
CVE-2024-30550,CWE-79
CVE-2024-30524,CWE-79
CVE-2024-30538,CWE-862
CVE-2024-30528,CWE-862
CVE-2024-30503,CWE-79
CVE-2024-30544,CWE-862
CVE-2024-30520,CWE-79
CVE-2024-2720,CWE-79
CVE-2024-2762,CWE-79
CVE-2024-2786,CWE-79
CVE-2024-2715,CWE-79
CVE-2024-2767,CWE-89
CVE-2024-2791,CWE-79
CVE-2024-2738,CWE-79
CVE-2024-2799,CWE-79
CVE-2024-2776,CWE-89
CVE-2024-2735,CWE-79
CVE-2024-2798,CWE-79
CVE-2024-2773,CWE-79
CVE-2024-2721,CWE-502
CVE-2024-2779,CWE-79
CVE-2024-2777,CWE-89
CVE-2024-2768,CWE-89
CVE-2024-2782,CWE-862
CVE-2024-2734,CWE-79
CVE-2024-2774,CWE-89
CVE-2024-2716,CWE-79
CVE-2024-2775,CWE-79
CVE-2024-2778,CWE-79
CVE-2024-2743,CWE-863
CVE-2024-2718,CWE-79
CVE-2024-2719,CWE-79
CVE-2024-2771,CWE-862
CVE-2024-2781,CWE-79
CVE-2024-2770,CWE-89
CVE-2024-2744,CWE-79
CVE-2024-2788,CWE-79
CVE-2024-2750,CWE-79
CVE-2024-2769,CWE-89
CVE-2024-2780,CWE-79
CVE-2024-2739,CWE-352
CVE-2024-2717,CWE-79
CVE-2024-2714,CWE-89
CVE-2024-2785,CWE-79
CVE-2024-2783,CWE-79
CVE-2024-2754,CWE-434
CVE-2024-2751,CWE-79
CVE-2024-2765,CWE-79
CVE-2024-2713,CWE-89
CVE-2024-2702,CWE-862
CVE-2024-2712,CWE-89
CVE-2024-2753,CWE-79
CVE-2024-2729,CWE-79
CVE-2024-2789,CWE-79
CVE-2024-2790,CWE-79
CVE-2024-2784,CWE-79
CVE-2024-2747,CWE-428
CVE-2024-2736,CWE-79
CVE-2024-2787,CWE-79
CVE-2024-2766,CWE-89
CVE-2024-2772,CWE-79
CVE-2024-2733,CWE-79
CVE-2024-2732,CWE-79
CVE-2024-2792,CWE-79
CVE-2024-33653,CWE-125
CVE-2024-33612,CWE-295
CVE-2024-33654,CWE-125
CVE-2024-33606,CWE-939
CVE-2024-33639,CWE-79
CVE-2024-33651,CWE-352
CVE-2024-1868,CWE-59
CVE-2024-1891,CWE-79
CVE-2024-1861,CWE-862
CVE-2024-1829,CWE-89
CVE-2024-1886,CWE-22
CVE-2024-1878,CWE-89
CVE-2024-1847,CWE-416
CVE-2024-1892,CWE-1333
CVE-2024-1818,CWE-434
CVE-2024-1846,CWE-79
CVE-2024-1845,CWE-352
CVE-2024-1851,CWE-862
CVE-2024-1815,CWE-79
CVE-2024-1820,CWE-89
CVE-2024-1827,CWE-89
CVE-2024-1860,CWE-862
CVE-2024-1814,CWE-79
CVE-2024-1801,CWE-502
CVE-2024-1856,CWE-502
CVE-2024-1834,CWE-79
CVE-2024-1805,CWE-79
CVE-2024-1862,CWE-862
CVE-2024-1803,CWE-863
CVE-2024-1824,CWE-89
CVE-2024-1822,CWE-79
CVE-2024-1842,CWE-79
CVE-2024-1804,CWE-862
CVE-2024-1894,CWE-79
CVE-2024-1825,CWE-79
CVE-2024-1875,CWE-434
CVE-2024-1830,CWE-89
CVE-2024-1841,CWE-79
CVE-2024-1893,CWE-89
CVE-2024-1871,CWE-79
CVE-2024-1854,CWE-79
CVE-2024-1843,CWE-862
CVE-2024-1877,CWE-89
CVE-2024-1855,CWE-918
CVE-2024-1828,CWE-89
CVE-2024-1810,CWE-79
CVE-2024-1813,CWE-502
CVE-2024-1852,CWE-79
CVE-2024-1800,CWE-502
CVE-2024-1832,CWE-89
CVE-2024-1812,CWE-918
CVE-2024-1867,CWE-59
CVE-2024-1879,CWE-352
CVE-2024-1808,CWE-79
CVE-2024-1840,CWE-79
CVE-2024-1870,CWE-862
CVE-2024-1881,CWE-78
CVE-2024-1821,CWE-89
CVE-2024-1859,CWE-502
CVE-2024-1826,CWE-89
CVE-2024-1819,CWE-434
CVE-2024-1833,CWE-89
CVE-2024-1880,CWE-78
CVE-2024-1802,CWE-79
CVE-2024-1806,CWE-79
CVE-2024-1876,CWE-89
CVE-2024-1831,CWE-89
CVE-2024-23621,CWE-120
CVE-2024-23604,CWE-79
CVE-2024-23615,CWE-120
CVE-2024-23686,CWE-532
CVE-2024-23610,CWE-787
CVE-2024-23688,CWE-323
CVE-2024-23660,CWE-338
CVE-2024-23652,CWE-22
CVE-2024-23617,CWE-120
CVE-2024-23673,CWE-22
CVE-2024-23614,CWE-120
CVE-2024-23619,CWE-798
CVE-2024-23656,CWE-326
CVE-2024-23657,CWE-22
CVE-2024-23637,CWE-620
CVE-2024-23669,CWE-863
CVE-2024-23611,CWE-787
CVE-2024-23653,CWE-863
CVE-2024-23659,CWE-79
CVE-2024-23675,CWE-863
CVE-2024-23622,CWE-787
CVE-2024-23654,CWE-918
CVE-2024-23644,CWE-113
CVE-2024-23639,CWE-15
CVE-2024-23633,CWE-79
CVE-2024-23680,CWE-347
CVE-2024-23638,CWE-672
CVE-2024-23677,CWE-532
CVE-2024-23684,CWE-407
CVE-2024-23645,CWE-79
CVE-2024-23650,CWE-754
CVE-2024-23646,CWE-89
CVE-2024-23642,CWE-79
CVE-2024-23679,CWE-384
CVE-2024-23606,CWE-787
CVE-2024-23640,CWE-79
CVE-2024-23687,CWE-798
CVE-2024-23636,CWE-502
CVE-2024-23689,CWE-209
CVE-2024-23692,CWE-94
CVE-2024-23635,CWE-79
CVE-2024-23605,CWE-787
CVE-2024-23651,CWE-362
CVE-2024-23664,CWE-601
CVE-2024-23685,CWE-798
CVE-2024-23613,CWE-120
CVE-2024-23608,CWE-787
CVE-2024-23603,CWE-89
CVE-2024-23616,CWE-120
CVE-2024-23643,CWE-79
CVE-2024-23671,CWE-22
CVE-2024-32534,CWE-79
CVE-2024-32583,CWE-79
CVE-2024-32505,CWE-79
CVE-2024-32576,CWE-79
CVE-2024-32557,CWE-79
CVE-2024-32508,CWE-79
CVE-2024-32593,CWE-79
CVE-2024-32584,CWE-79
CVE-2024-32567,CWE-79
CVE-2024-32575,CWE-79
CVE-2024-32598,CWE-79
CVE-2024-32578,CWE-79
CVE-2024-32572,CWE-79
CVE-2024-41481,CWE-79
CVE-2024-41437,CWE-787
CVE-2024-41445,CWE-787
CVE-2024-41432,CWE-290
CVE-2024-41444,CWE-89
CVE-2024-41443,CWE-787
CVE-2024-41439,CWE-787
CVE-2024-41482,CWE-79
CVE-2024-41475,CWE-346
CVE-2024-7807,CWE-770
CVE-2024-7891,CWE-79
CVE-2024-7845,CWE-89
CVE-2024-7812,CWE-79
CVE-2024-7896,CWE-77
CVE-2024-7892,CWE-352
CVE-2024-7825,CWE-843
CVE-2024-7895,CWE-79
CVE-2024-7871,CWE-89
CVE-2024-7816,CWE-79
CVE-2024-7811,CWE-89
CVE-2024-7855,CWE-434
CVE-2024-7867,CWE-190
CVE-2024-7876,CWE-79
CVE-2024-7814,CWE-79
CVE-2024-7862,CWE-352
CVE-2024-7866,CWE-674
CVE-2024-7859,CWE-352
CVE-2024-7853,CWE-89
CVE-2024-7861,CWE-79
CVE-2024-7834,CWE-427
CVE-2024-7826,CWE-754
CVE-2024-7868,CWE-908
CVE-2024-7813,CWE-522
CVE-2024-7858,CWE-862
CVE-2024-7800,CWE-89
CVE-2024-7808,CWE-89
CVE-2024-7884,CWE-401
CVE-2024-7806,CWE-352
CVE-2024-7838,CWE-89
CVE-2024-7815,CWE-79
CVE-2024-7852,CWE-79
CVE-2024-7863,CWE-352
CVE-2024-7878,CWE-79
CVE-2024-7877,CWE-79
CVE-2024-7856,CWE-862
CVE-2024-7824,CWE-843
CVE-2024-7820,CWE-352
CVE-2024-7839,CWE-89
CVE-2024-7846,CWE-79
CVE-2024-7879,CWE-79
CVE-2024-7840,CWE-77
CVE-2024-7854,CWE-89
CVE-2024-7897,CWE-77
CVE-2024-7841,CWE-89
CVE-2024-7817,CWE-352
CVE-2024-7844,CWE-79
CVE-2024-7864,CWE-352
CVE-2024-7836,CWE-863
CVE-2024-7822,CWE-79
CVE-2024-7899,CWE-94
CVE-2024-7818,CWE-79
CVE-2024-7860,CWE-79
CVE-2024-7848,CWE-639
CVE-2024-7857,CWE-89
CVE-2024-51031,CWE-79
CVE-2024-51030,CWE-89
CVE-2024-51076,CWE-79
CVE-2024-51075,CWE-79
CVE-2024-51032,CWE-79
CVE-2024-51093,CWE-79
CVE-2024-5367,CWE-79
CVE-2024-5346,CWE-79
CVE-2024-5362,CWE-89
CVE-2024-5344,CWE-79
CVE-2024-5350,CWE-89
CVE-2024-5381,CWE-89
CVE-2024-5307,CWE-125
CVE-2024-5356,CWE-89
CVE-2024-5369,CWE-79
CVE-2024-5358,CWE-89
CVE-2024-5391,CWE-89
CVE-2024-5301,CWE-787
CVE-2024-5357,CWE-89
CVE-2024-5366,CWE-89
CVE-2024-5363,CWE-89
CVE-2024-5318,CWE-862
CVE-2024-5305,CWE-120
CVE-2024-5353,CWE-22
CVE-2024-5370,CWE-79
CVE-2024-5304,CWE-787
CVE-2024-5341,CWE-79
CVE-2024-5377,CWE-434
CVE-2024-5332,CWE-79
CVE-2024-5303,CWE-787
CVE-2024-5394,CWE-89
CVE-2024-5378,CWE-89
CVE-2024-5324,CWE-863
CVE-2024-5302,CWE-787
CVE-2024-5351,CWE-502
CVE-2024-5309,CWE-862
CVE-2024-5397,CWE-89
CVE-2024-5314,CWE-89
CVE-2024-5368,CWE-79
CVE-2024-5328,CWE-918
CVE-2024-5396,CWE-89
CVE-2024-5315,CWE-89
CVE-2024-5352,CWE-502
CVE-2024-5374,CWE-79
CVE-2024-5347,CWE-79
CVE-2024-5382,CWE-862
CVE-2024-5329,CWE-89
CVE-2024-5331,CWE-862
CVE-2024-5330,CWE-79
CVE-2024-5317,CWE-79
CVE-2024-5390,CWE-89
CVE-2024-5360,CWE-89
CVE-2024-5395,CWE-89
CVE-2024-5373,CWE-79
CVE-2024-5384,CWE-89
CVE-2024-5361,CWE-89
CVE-2024-5376,CWE-79
CVE-2024-5359,CWE-89
CVE-2024-5342,CWE-79
CVE-2024-5365,CWE-89
CVE-2024-5355,CWE-77
CVE-2024-5364,CWE-89
CVE-2024-5371,CWE-79
CVE-2024-5375,CWE-79
CVE-2024-5372,CWE-79
CVE-2024-5393,CWE-89
CVE-2024-5392,CWE-89
CVE-2024-5327,CWE-79
CVE-2024-4469,CWE-918
CVE-2024-4480,CWE-352
CVE-2024-4474,CWE-352
CVE-2024-4422,CWE-79
CVE-2024-4455,CWE-79
CVE-2024-4499,CWE-352
CVE-2024-4444,CWE-862
CVE-2024-4481,CWE-79
CVE-2024-4482,CWE-79
CVE-2024-4475,CWE-352
CVE-2024-4458,CWE-79
CVE-2024-4485,CWE-79
CVE-2024-4479,CWE-79
CVE-2024-4442,CWE-22
CVE-2024-4470,CWE-79
CVE-2024-4487,CWE-79
CVE-2024-4484,CWE-79
CVE-2024-4426,CWE-352
CVE-2024-4450,CWE-862
CVE-2024-4459,CWE-79
CVE-2024-4488,CWE-79
CVE-2024-4429,CWE-352
CVE-2024-4477,CWE-79
CVE-2024-4451,CWE-79
CVE-2024-4489,CWE-79
CVE-2024-4465,CWE-863
CVE-2024-4448,CWE-79
CVE-2024-4472,CWE-532
CVE-2024-4452,CWE-79
CVE-2024-4404,CWE-918
CVE-2024-4483,CWE-79
CVE-2024-4473,CWE-79
CVE-2024-4478,CWE-79
CVE-2024-4468,CWE-862
CVE-2024-4453,CWE-190
CVE-2024-4427,CWE-862
CVE-2024-4400,CWE-79
CVE-2024-4430,CWE-79
CVE-2024-4434,CWE-89
CVE-2024-4449,CWE-79
CVE-2024-4401,CWE-79
CVE-2024-25292,CWE-79
CVE-2024-25227,CWE-89
CVE-2024-25248,CWE-89
CVE-2024-25219,CWE-79
CVE-2024-25210,CWE-89
CVE-2024-25223,CWE-89
CVE-2024-25209,CWE-89
CVE-2024-25218,CWE-79
CVE-2024-25224,CWE-79
CVE-2024-25221,CWE-79
