,cve_id,cwe_id,vendor,product,package_type,software_type,language
3728,CVE-2024-10960,CWE-434,brizy,brizy,github,extension,JavaScript
3729,CVE-2024-10917,CWE-190,eclipse,openj9,github,utility,Java
3730,CVE-2024-10936,CWE-502,instawp,string_locator,github,extension,PHP
3731,CVE-2024-10958,CWE-94,wppa,wp_photo_album_plus,github,extension,PHP
3732,CVE-2024-10900,CWE-862,metagauss,profilegrid,github,extension,PHP
3733,CVE-2024-24291,CWE-601,yzmcms,yzmcms,github,web_app,PHP
3734,CVE-2024-24263,CWE-416,chendotjs,lotos_webserver,github,server,C
3735,CVE-2024-24276,CWE-79,teamwire,teamwire,github,mobile_app,Jinja
3736,CVE-2024-7300,CWE-79,boltcms,bolt,github,web_app,PHP
3737,CVE-2024-7394,CWE-79,concretecms,concrete_cms,github,web_app,PHP
3738,CVE-2024-7349,CWE-89,lifterlms,lifterlms,github,extension,PHP
3739,CVE-2024-7351,CWE-502,presstigers,simple_job_board,github,extension,PHP
3740,CVE-2024-7384,CWE-434,acymailing,acymailing,github,extension,PHP
3741,CVE-2024-7341,CWE-384,redhat,keycloak,github,library,Java
3742,CVE-2024-7398,CWE-79,concretecms,concrete_cms,github,web_app,PHP
3743,CVE-2024-7301,CWE-79,iptanus,wordpress_file_upload,github,extension,PHP
3744,CVE-2024-7343,CWE-79,baidu,ueditor,github,utility,JavaScript
3745,CVE-2024-7342,CWE-434,baidu,ueditor,github,utility,JavaScript
3746,CVE-2024-7302,CWE-79,adenion,blog2social,github,extension,PHP
3747,CVE-2024-31612,CWE-352,emlog,emlog,github,utility,PHP
3748,CVE-2024-13838,CWE-918,uncannyowl,uncanny_automator,github,extension,PHP
3749,CVE-2024-13859,CWE-79,buddyboss,buddyboss_platform,github,extension,PHP
3750,CVE-2024-13888,CWE-601,amauri,wpmobile.app,github,extension,PHP
3751,CVE-2024-13844,CWE-89,wpexperts,post_smtp,github,extension,PHP
3752,CVE-2024-13850,CWE-79,mijnpress,simple_add_pages_or_posts,github,extension,PHP
3753,CVE-2024-13860,CWE-79,buddyboss,buddyboss_platform,github,extension,PHP
3754,CVE-2024-13834,CWE-918,cyberchimps,responsive_addons,github,extension,PHP
3755,CVE-2024-13858,CWE-79,buddyboss,buddyboss_platform,github,extension,PHP
3756,CVE-2024-13852,CWE-352,backie,option_editor,github,extension,PHP
3757,CVE-2024-13818,CWE-532,genetechsolutions,pie_register,github,extension,PHP
3758,CVE-2024-33947,CWE-79,metagauss,registrationmagic,github,extension,PHP
3759,CVE-2024-33914,CWE-862,exclusiveaddons,exclusive_addons_for_elementor,github,extension,PHP
3760,CVE-2024-21541,CWE-94,matthewmueller,dom-iterator,github,library,JavaScript
3761,CVE-2024-11107,CWE-79,bowo,system_dashboard,github,extension,PHP
3762,CVE-2024-11130,CWE-79,zzcms,zzcms,github,web_app,PHP
3763,CVE-2024-11138,CWE-434,dedecms,dedecms,github,web_app,PHP
3764,CVE-2024-11103,CWE-640,contest-gallery,contest_gallery,github,extension,PHP
3765,CVE-2024-11143,CWE-352,kognetiks,kognetiks_chatbot,github,extension,PHP
3766,CVE-2024-11125,CWE-352,get-simple,getsimplecms,github,web_app,PHP
3767,CVE-2024-11124,CWE-89,timgeyssens,ui-o-matic,github,library,JavaScript
3768,CVE-2024-23519,CWE-352,mandsconsulting,email_before_download,github,extension,PHP
3769,CVE-2024-23524,CWE-862,ontraport,pilotpress,github,extension,PHP
3770,CVE-2024-23521,CWE-862,happyforms,happyforms,github,extension,Python
3771,CVE-2024-23507,CWE-89,instawp,instawp_connect,github,extension,PHP
3772,CVE-2024-23500,CWE-918,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3773,CVE-2024-6848,CWE-79,boldgrid,post_and_page_builder,github,extension,JavaScript
3774,CVE-2024-6804,CWE-79,jegtheme,jeg_elementor_kit,wordpress,extension,PHP
3775,CVE-2024-6870,CWE-79,dfactory,responsive_lightbox,github,extension,PHP
3776,CVE-2024-6896,CWE-79,ampforwp,accelerated_mobile_pages,github,extension,PHP
3777,CVE-2024-6884,CWE-79,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3778,CVE-2024-6894,CWE-79,rdstation,rd_station,github,extension,PHP
3779,CVE-2024-45604,CWE-22,contao,contao,github,web_app,PHP
3780,CVE-2024-45621,CWE-79,rocket.chat,rocket.chat,github,utility,TypeScript
3781,CVE-2024-45692,CWE-835,webmin,webmin,github,web_app,HTML
3782,CVE-2024-33209,CWE-79,flatpress,flatpress,github,web_app,PHP
3783,CVE-2024-27300,CWE-79,phpmyfaq,phpmyfaq,composer,framework,PHP
3784,CVE-2024-7092,CWE-79,wpdeveloper,essential_addons_for_elementor,github,extension,PHP
3785,CVE-2024-7079,CWE-306,redhat,openshift_container_platform,github,library,HCL
3786,CVE-2024-7054,CWE-79,code-atlantic,popup_maker,github,extension,PHP
3787,CVE-2024-0587,CWE-79,ampforwp,accelerated_mobile_pages,github,extension,PHP
3788,CVE-2024-0585,CWE-79,wpdeveloper,essential_addons_for_elementor,github,extension,PHP
3789,CVE-2024-0586,CWE-79,wpdeveloper,essential_addons_for_elementor,github,extension,PHP
3790,CVE-2024-0593,CWE-862,presstigers,simple_job_board,github,extension,PHP
3791,CVE-2024-0596,CWE-862,getawesomesupport,awesome_support,github,extension,PHP
3792,CVE-2024-0567,CWE-347,gnu,gnutls,github,framework,C
3793,CVE-2024-0553,CWE-203,gnu,gnutls,github,framework,C
3794,CVE-2024-0506,CWE-79,elementor,website_builder,github,extension,PHP
3795,CVE-2024-0523,CWE-89,cmseasy,cmseasy,github,web_app,PHP
3796,CVE-2024-0598,CWE-79,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3797,CVE-2024-0545,CWE-601,fairsketch,rise_ultimate_project_manager,github,extension,PHP
3798,CVE-2024-0588,CWE-352,strangerstudios,paid_memberships_pro,github,extension,PHP
3799,CVE-2024-0509,CWE-79,hwk,wp_404_auto_redirect_to_similar_post,github,extension,PHP
3800,CVE-2024-0591,CWE-79,tms-outsource,wpdatatables,github,extension,PHP
3801,CVE-2024-0595,CWE-862,getawesomesupport,awesome_support,github,extension,PHP
3802,CVE-2024-0592,CWE-352,never5,related_posts,github,extension,PHP
3803,CVE-2024-0594,CWE-89,getawesomesupport,awesome_support,github,extension,PHP
3804,CVE-2024-0597,CWE-79,squirrly,seo_plugin_by_squirrly_seo,github,extension,PHP
3805,CVE-2024-36410,CWE-89,salesagility,suitecrm,github,framework,PHP
3806,CVE-2024-36414,CWE-918,salesagility,suitecrm,github,framework,PHP
3807,CVE-2024-36450,CWE-79,webmin,webmin,github,web_app,HTML
3808,CVE-2024-36412,CWE-89,salesagility,suitecrm,github,framework,PHP
3809,CVE-2024-36411,CWE-89,salesagility,suitecrm,github,framework,PHP
3810,CVE-2024-36418,CWE-22,salesagility,suitecrm,github,framework,PHP
3811,CVE-2024-36413,CWE-79,salesagility,suitecrm,github,framework,PHP
3812,CVE-2024-36417,CWE-79,salesagility,suitecrm,github,framework,PHP
3813,CVE-2024-36407,CWE-640,salesagility,suitecrm,github,framework,PHP
3814,CVE-2024-36419,CWE-601,salesagility,suitecrm,github,framework,PHP
3815,CVE-2024-36409,CWE-89,salesagility,suitecrm,github,framework,PHP
3816,CVE-2024-36408,CWE-89,salesagility,suitecrm,github,framework,PHP
3817,CVE-2024-36415,CWE-434,salesagility,suitecrm,github,framework,PHP
3818,CVE-2024-1685,CWE-502,sygnoos,social_media_share_buttons,github,extension,JavaScript
3819,CVE-2024-1698,CWE-89,wpdeveloper,notificationx,github,extension,PHP
3820,CVE-2024-1684,CWE-79,themeisle,otter_blocks,github,extension,PHP
3821,CVE-2024-1644,CWE-434,salesagility,suitecrm,github,framework,PHP
3822,CVE-2024-1691,CWE-79,themeisle,otter_blocks,github,extension,PHP
3823,CVE-2024-4037,CWE-94,wppa,wp_photo_album_plus,github,extension,PHP
3824,CVE-2024-4096,CWE-79,wpdarko,responsive_tabs,github,extension,CSS
3825,CVE-2024-4094,CWE-79,sharethis,simple_share_buttons_adder,github,extension,PHP
3826,CVE-2024-4001,CWE-79,wpdownloadmanager,download_manager,github,framework,JavaScript
3827,CVE-2024-4036,CWE-79,athemes,sydney_toolbox,github,extension,PHP
3828,CVE-2024-4003,CWE-79,wpdeveloper,essential_addons_for_elementor,github,extension,PHP
3829,CVE-2024-4005,CWE-79,labschool,social_pixel,github,extension,Jupyter Notebook
3830,CVE-2024-4057,CWE-79,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3831,CVE-2024-51152,CWE-434,alexstack,laravel_cms,composer,web_app,PHP
3832,CVE-2024-46872,CWE-352,mattermost,mattermost_server,github,server,TypeScript
3833,CVE-2024-46898,CWE-22,ss-proj,shirasagi,github,web_app,Ruby
3834,CVE-2024-22648,CWE-918,seopanel,seo_panel,github,utility,PHP
3835,CVE-2024-22647,CWE-203,seopanel,seo_panel,github,utility,PHP
3836,CVE-2024-22643,CWE-352,seopanel,seo_panel,github,utility,PHP
3837,CVE-2024-22635,CWE-79,webcalendar_project,webcalendar,github,utility,PHP
3838,CVE-2024-22646,CWE-209,seopanel,seo_panel,github,utility,PHP
3839,CVE-2024-34364,CWE-787,envoyproxy,envoy,github,server,C++
3840,CVE-2024-34362,CWE-416,envoyproxy,envoy,github,server,C++
3841,CVE-2024-34384,CWE-22,sinaextra,sina_extension_for_elementor,github,extension,PHP
3842,CVE-2024-34355,CWE-79,typo3,typo3,github,web_app,PHP
3843,CVE-2024-2504,CWE-79,pagelayer,pagelayer,github,extension,PHP
3844,CVE-2024-2544,CWE-862,sygnoos,popup_builder,github,extension,PHP
3845,CVE-2024-2509,CWE-79,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3846,CVE-2024-2583,CWE-79,getshortcodes,shortcodes_ultimate,github,extension,PHP
3847,CVE-2024-2503,CWE-79,exclusiveaddons,exclusive_addons_for_elementor,github,extension,PHP
3848,CVE-2024-39677,CWE-89,nhibernate,nhibernate-core,github,library,C#
3849,CVE-2024-39659,CWE-79,lesterchan,wp-postratings,github,extension,PHP
3850,CVE-2024-39641,CWE-352,thimpress,learnpress,github,extension,PHP
3851,CVE-2024-39643,CWE-79,metagauss,registrationmagic,github,extension,PHP
3852,CVE-2024-39662,CWE-79,modernaweb,black_widgets_for_elementor,github,extension,PHP
3853,CVE-2024-39646,CWE-79,kunalnagar,custom_404_pro,github,extension,PHP
3854,CVE-2024-39698,CWE-295,electron,electron-builder,github,library,TypeScript
3855,CVE-2024-39631,CWE-79,contest-gallery,contest_gallery,github,extension,PHP
3856,CVE-2024-39645,CWE-352,themeum,tutor_lms,github,extension,PHP
3857,CVE-2024-39644,CWE-79,modernaweb,black_widgets_for_elementor,github,extension,PHP
3858,CVE-2024-39658,CWE-89,salonbookingsystem,salon_booking_system,github,extension,PHP
3859,CVE-2024-39649,CWE-79,wpdeveloper,essential_addons_for_elementor,github,extension,PHP
3860,CVE-2024-31098,CWE-862,mrebabi,new_order_notification_for_woocommerce,github,extension,PHP
3861,CVE-2024-31099,CWE-862,averta,shortcodes_and_extra_features_for_phlox_theme,github,extension,PHP
3862,CVE-2024-48510,CWE-22,dotnetzip.semverd_project,dotnetzip.semverd,github,library,C#
3863,CVE-2024-10222,CWE-79,benbodhi,svg_support,github,extension,PHP
3864,CVE-2024-10226,CWE-79,tychesoftwares,arconix_shortcodes,github,extension,PHP
3865,CVE-2024-10292,CWE-434,zzcms,zzcms,github,web_app,PHP
3866,CVE-2024-10291,CWE-89,zzcms,zzcms,github,web_app,PHP
3867,CVE-2024-10263,CWE-94,tickera,tickera,github,extension,PHP
3868,CVE-2024-10293,CWE-434,zzcms,zzcms,github,web_app,PHP
3869,CVE-2024-10269,CWE-79,benjaminzekavica,easy_svg_support,github,extension,PHP
3870,CVE-2024-42355,CWE-94,shopware,shopware,github,library,PHP
3871,CVE-2024-42360,CWE-77,wurmlab,sequenceserver,gem,library,Ruby
3872,CVE-2024-42356,CWE-94,shopware,shopware,github,library,PHP
3873,CVE-2024-42369,CWE-674,matrix,javascript_sdk,github,library,TypeScript
3874,CVE-2024-42357,CWE-89,shopware,shopware,github,library,PHP
3875,CVE-2024-9020,CWE-79,fernandobriano,list_category_posts,github,extension,PHP
3876,CVE-2024-9049,CWE-79,fastlinemedia,beaver_builder,github,extension,PHP
3877,CVE-2024-9076,CWE-78,dedecms,dedecms,github,web_app,PHP
3878,CVE-2024-9028,CWE-79,devfarm,wp_gpx_maps,github,extension,PHP
3879,CVE-2024-9027,CWE-79,wpzoom,wpzoom_shortcodes,github,extension,JavaScript
3880,CVE-2024-9047,CWE-22,iptanus,wordpress_file_upload,github,extension,PHP
3881,CVE-2024-9023,CWE-79,axton,wp-webauthn,github,extension,PHP
3882,CVE-2024-9071,CWE-79,sigmadevs,easy_demo_importer,github,extension,PHP
3883,CVE-2024-9061,CWE-94,themehunk,wp_popup_builder,github,extension,JavaScript
3884,CVE-2024-54268,CWE-862,siteorigin,siteorigin_widgets_bundle,github,extension,PHP
3885,CVE-2024-54212,CWE-79,wpthemespace,magical_addons_for_elementor,github,extension,PHP
3886,CVE-2024-9883,CWE-79,podsfoundation,pods,github,extension,PHP
3887,CVE-2024-9851,CWE-79,lightspeedwp,lsx_tour_operator,github,extension,PHP
3888,CVE-2024-9822,CWE-288,pedalo,pedalo_connector,github,extension,PHP
3889,CVE-2024-9829,CWE-862,metagauss,download_plugin,github,extension,PHP
3890,CVE-2024-9802,CWE-312,linuxfoundation,zowe_api_mediation_layer,github,library,Java
3891,CVE-2024-9896,CWE-79,spider-themes,bbp_core,github,extension,PHP
3892,CVE-2024-9881,CWE-79,thimpress,learnpress,github,extension,PHP
3893,CVE-2024-9836,CWE-79,rss_feed_widget_project,rss_feed_widget,github,extension,PHP
3894,CVE-2024-48044,CWE-862,shortpixel,image_optimizer,github,extension,PHP
3895,CVE-2024-48049,CWE-79,mightyplugins,mighty_builder,github,extension,PHP
3896,CVE-2024-54139,CWE-79,combodo,itop,github,web_app,PHP
3897,CVE-2024-51683,CWE-79,migaweb,custom_post_type_templates_for_elementor,github,extension,PHP
3898,CVE-2024-51680,CWE-79,crestaproject,cresta_addons_for_elementor,github,extension,PHP
3899,CVE-2024-51605,CWE-79,genoo,genoo,github,extension,Perl
3900,CVE-2024-51664,CWE-79,beds24,online_booking,github,extension,PHP
3901,CVE-2024-51685,CWE-79,migaweb,accordion_title_for_elementor,github,extension,PHP
3902,CVE-2024-51665,CWE-918,wpthemespace,magical_addons_for_elementor,github,extension,PHP
3903,CVE-2024-51679,CWE-352,appointmind,appointmind,github,extension,PHP
3904,CVE-2024-51677,CWE-79,webberzone,knowledge_base,github,extension,PHP
3905,CVE-2024-51606,CWE-89,blrt,blrt_wp_embed,github,extension,PHP
3906,CVE-2024-51662,CWE-79,modernaweb,black_widgets_for_elementor,github,extension,PHP
3907,CVE-2024-51603,CWE-79,mirceatm,nmr_strava_activities,github,extension,PHP
3908,CVE-2024-1062,CWE-122,redhat,directory_server,github,server,C
3909,CVE-2024-1097,CWE-79,k5n,webcalendar,github,web_app,PHP
3910,CVE-2024-1071,CWE-89,ultimatemember,ultimate_member,github,extension,PHP
3911,CVE-2024-1074,CWE-79,fastlinemedia,beaver_builder,github,extension,PHP
3912,CVE-2024-1080,CWE-79,fastlinemedia,beaver_builder,github,extension,PHP
3913,CVE-2024-1037,CWE-79,updraftplus,all-in-one_security,github,extension,PHP
3914,CVE-2024-1043,CWE-862,ampforwp,accelerated_mobile_pages,github,extension,PHP
3915,CVE-2024-1038,CWE-79,fastlinemedia,beaver_builder,github,extension,PHP
3916,CVE-2024-1070,CWE-79,siteorigin,siteorigin_widgets_bundle,github,extension,PHP
3917,CVE-2024-1058,CWE-79,siteorigin,siteorigin_widgets_bundle,github,extension,PHP
3918,CVE-2024-1018,CWE-79,pbootcms,pbootcms,github,web_app,JavaScript
3919,CVE-2024-1073,CWE-79,wp-slimstat,slimstat_analytics,github,extension,PHP
3920,CVE-2024-1092,CWE-862,themeisle,rss_aggregator_by_feedzy,github,extension,PHP
3921,CVE-2024-1054,CWE-79,booster,booster_for_woocommerce,github,extension,PHP
3922,CVE-2024-8236,CWE-79,elementor,website_builder,github,extension,PHP
3923,CVE-2024-8275,CWE-89,stellarwp,the_events_calendar,github,extension,PHP
3924,CVE-2024-8287,CWE-295,canonical,anbox_cloud,github,server,HTML
3925,CVE-2024-8276,CWE-79,wpzoom,wpzoom_portfolio,github,extension,JavaScript
3926,CVE-2024-8274,CWE-79,wpbookingcalendar,wp_booking_calendar,github,extension,PHP
3927,CVE-2024-8290,CWE-639,wclovers,frontend_manager_for_woocommerce_along_with_bookings_subscription_listings_compatible,github,extension,PHP
3928,CVE-2024-8289,CWE-862,multivendorx,multivendorx,github,extension,TypeScript
3929,CVE-2024-8291,CWE-79,concretecms,concrete_cms,github,web_app,PHP
3930,CVE-2024-8250,CWE-787,wireshark,wireshark,github,utility,C
3931,CVE-2024-41955,CWE-601,opensecurity,mobile_security_framework,github,framework,JavaScript
3932,CVE-2024-41926,CWE-346,mattermost,mattermost_server,github,server,TypeScript
3933,CVE-2024-41964,CWE-863,getkirby,kirby,github,framework,PHP
3934,CVE-2024-2408,CWE-203,php,php,github,framework,C
3935,CVE-2024-2445,CWE-79,mattermost,mattermost_server,github,server,TypeScript
3936,CVE-2024-2439,CWE-79,salonbookingsystem,salon_booking_system,github,extension,PHP
3937,CVE-2024-2468,CWE-79,wpdeveloper,embedpress,github,extension,JavaScript
3938,CVE-2024-2446,CWE-770,mattermost,mattermost_server,github,server,TypeScript
3939,CVE-2024-2471,CWE-79,fooplugins,foogallery,github,extension,PHP
3940,CVE-2024-2496,CWE-476,redhat,libvirt,github,utility,C
3941,CVE-2024-2429,CWE-352,salonbookingsystem,salon_booking_system,github,extension,PHP
3942,CVE-2024-2447,CWE-346,mattermost,mattermost_server,github,server,TypeScript
3943,CVE-2024-2450,CWE-306,mattermost,mattermost_server,github,server,TypeScript
3944,CVE-2024-2470,CWE-79,plugin-planet,simple_ajax_chat,github,extension,PHP
3945,CVE-2024-2847,CWE-79,iptanus,wordpress_file_upload,github,extension,PHP
3946,CVE-2024-2833,CWE-79,blueglass,jobs_for_wordpress,github,extension,PHP
3947,CVE-2024-2823,CWE-352,dedecms,dedecms,github,web_app,PHP
3948,CVE-2024-2888,CWE-79,boldgrid,post_and_page_builder,github,extension,JavaScript
3949,CVE-2024-2841,CWE-79,themeisle,otter_blocks,github,extension,PHP
3950,CVE-2024-2842,CWE-79,easy-appointments,easy_appointments,github,extension,PHP
3951,CVE-2024-2844,CWE-862,easy-appointments,easy_appointments,github,extension,PHP
3952,CVE-2024-2820,CWE-352,dedecms,dedecms,github,web_app,PHP
3953,CVE-2024-2836,CWE-79,heateor,super_socializer,github,extension,PHP
3954,CVE-2024-10670,CWE-639,nicheaddons,primary_addon_for_elementor,github,extension,PHP
3955,CVE-2024-10684,CWE-79,kognetiks,kognetiks_chatbot,github,extension,PHP
3956,CVE-2024-10693,CWE-639,sktthemes,skt_addons_for_elementor,github,extension,PHP
3957,CVE-2024-10614,CWE-862,cusrev,customer_reviews_for_woocommerce,github,extension,PHP
3958,CVE-2024-10679,CWE-79,expresstech,quiz_and_survey_master,github,extension,PHP
3959,CVE-2024-10687,CWE-89,contest-gallery,contest_gallery,github,extension,PHP
3960,CVE-2024-10646,CWE-79,fluentforms,contact_form,github,extension,PHP
3961,CVE-2024-10678,CWE-79,dotcamp,ultimate_blocks,github,extension,PHP
3962,CVE-2024-10637,CWE-79,kadencewp,gutenberg_blocks_with_ai,github,extension,JavaScript
3963,CVE-2024-31249,CWE-532,wpkube,subscribe_to_comments_reloaded,github,extension,PHP
3964,CVE-2024-31212,CWE-89,instantcms,instantcms,github,web_app,PHP
3965,CVE-2024-31248,CWE-862,plugins360,all-in-one_video_gallery,github,extension,PHP
3966,CVE-2024-31291,CWE-639,metagauss,profilegrid,github,extension,PHP
3967,CVE-2024-31274,CWE-862,wpdeveloper,embedpress,github,extension,JavaScript
3968,CVE-2024-31283,CWE-862,zorem,advanced_local_pickup_for_woocommerce,github,extension,PHP
3969,CVE-2024-31213,CWE-601,instantcms,instantcms,github,web_app,PHP
3970,CVE-2024-31247,CWE-532,fredericgilles,fg_drupal,github,extension,PHP
3971,CVE-2024-31284,CWE-862,wpdeveloper,embedpress,github,extension,JavaScript
3972,CVE-2024-54314,CWE-79,nicheaddons,primary_addon_for_elementor,github,extension,PHP
3973,CVE-2024-54367,CWE-502,ultimatemember,forumwp,github,extension,PHP
3974,CVE-2024-6338,CWE-89,foliovision,fv_flowplayer_video_player,github,extension,PHP
3975,CVE-2024-6316,CWE-352,zealousweb,generate_pdf_using_contact_form_7,github,extension,JavaScript
3976,CVE-2024-6317,CWE-352,zealousweb,generate_pdf_using_contact_form_7,github,extension,JavaScript
3977,CVE-2024-6387,CWE-362,redhat,openshift_container_platform,github,library,HCL
3978,CVE-2024-6392,CWE-862,sirv,sirv,github,extension,PHP
3979,CVE-2024-6363,CWE-79,urosevic,stock_ticker,github,extension,PHP
3980,CVE-2024-6362,CWE-79,dotcamp,ultimate_blocks,github,extension,PHP
3981,CVE-2024-32808,CWE-639,metagauss,profilegrid,github,extension,PHP
3982,CVE-2024-32818,CWE-862,pluginus,wordpress_meta_data_and_taxonomies_filter,github,extension,PHP
3983,CVE-2024-32871,CWE-770,pimcore,pimcore,github,web_app,PHP
3984,CVE-2024-32812,CWE-918,podlove,podlove_podcast_publisher,github,extension,PHP
3985,CVE-2024-9944,CWE-79,woocommerce,woocommerce,composer,framework,PHP
3986,CVE-2024-9939,CWE-22,iptanus,wordpress_file_upload,github,extension,PHP
3987,CVE-2024-52422,CWE-79,terryl,wp_githuber_md,composer,extension,PHP
3988,CVE-2024-52436,CWE-89,wpexperts,post_smtp,github,extension,PHP
3989,CVE-2024-52434,CWE-94,supsystic,popup,github,extension,PHP
3990,CVE-2024-52433,CWE-502,mindstien,my_geo_posts_free,github,extension,PHP
3991,CVE-2024-52426,CWE-79,linear,linear,github,extension,TypeScript
3992,CVE-2024-25920,CWE-79,veronalabs,wp_sms,github,extension,PHP
3993,CVE-2024-25929,CWE-862,multivendorx,product_catalog_mode_for_woocommerce,github,extension,PHP
3994,CVE-2024-25935,CWE-862,metagauss,registrationmagic,github,extension,PHP
3995,CVE-2024-25918,CWE-434,instawp,instawp_connect,github,extension,PHP
3996,CVE-2024-24147,CWE-401,libming,libming,github,framework,C
3997,CVE-2024-24186,CWE-787,jsish,jsish,github,framework,C
3998,CVE-2024-24155,CWE-401,axiosys,bento4,github,framework,C++
3999,CVE-2024-24150,CWE-401,libming,libming,github,framework,C
4000,CVE-2024-24189,CWE-416,jsish,jsish,github,framework,C
4001,CVE-2024-24188,CWE-787,jsish,jsish,github,framework,C
4002,CVE-2024-24149,CWE-401,libming,libming,github,framework,C
4003,CVE-2024-24146,CWE-401,libming,libming,github,framework,C
4004,CVE-2024-25453,CWE-476,axiosys,bento4,github,framework,C++
4005,CVE-2024-25412,CWE-79,flatpress,flatpress,github,web_app,PHP
4006,CVE-2024-25414,CWE-434,cszcms,csz_cms,github,web_app,PHP
4007,CVE-2024-25454,CWE-476,axiosys,bento4,github,framework,C++
4008,CVE-2024-11319,CWE-79,django-cms,django_cms,github,web_app,Python
4009,CVE-2024-11370,CWE-79,mediaticus,subaccounts_for_woocommerce,github,extension,PHP
4010,CVE-2024-11371,CWE-79,slimndap,theater_for_wordpress,github,extension,PHP
4011,CVE-2024-13739,CWE-79,tribulant,newsletters,github,extension,PHP
4012,CVE-2024-13732,CWE-79,cyberchimps,responsive_blocks,github,extension,HTML
4013,CVE-2024-13757,CWE-79,averta,master_slider,github,extension,PHP
4014,CVE-2024-13748,CWE-79,webcodingplace,ultimate_classified_listings,github,extension,JavaScript
4015,CVE-2024-13730,CWE-79,podlove,podlove_podcast_publisher,github,extension,PHP
4016,CVE-2024-13729,CWE-79,podlove,podlove_podcast_publisher,github,extension,PHP
4017,CVE-2024-13795,CWE-352,lightspeedhq,ecwid_ecommerce_shopping_cart,github,extension,PHP
4018,CVE-2024-13791,CWE-22,bitapps,bit_assist,github,extension,TypeScript
4019,CVE-2024-13741,CWE-918,metagauss,profilegrid,github,extension,PHP
4020,CVE-2024-13705,CWE-79,stageshow_project,stageshow,github,extension,PHP
4021,CVE-2024-13789,CWE-502,matiskiba,ravpage,github,extension,PHP
4022,CVE-2024-13740,CWE-639,metagauss,profilegrid,github,extension,PHP
4023,CVE-2024-13744,CWE-434,booster,booster_for_woocommerce,github,extension,PHP
4024,CVE-2024-13749,CWE-79,era404,stafflist,github,extension,PHP
4025,CVE-2024-13715,CWE-862,ikjweb,zstore_manager_basic,github,extension,PHP
4026,CVE-2024-13708,CWE-434,booster,booster_for_woocommerce,github,extension,PHP
4027,CVE-2024-13703,CWE-862,vcita,crm_and_lead_management_by_vcita,github,extension,PHP
4028,CVE-2024-13752,CWE-862,wedevs,wp_project_manager,github,extension,Vue
4029,CVE-2024-13753,CWE-352,webcodingplace,ultimate_classified_listings,github,extension,JavaScript
4030,CVE-2024-41305,CWE-918,wondercms,wondercms,github,web_app,PHP
4031,CVE-2024-24928,CWE-79,content_cards_project,content_cards,github,extension,PHP
4032,CVE-2024-24930,CWE-79,otwthemes,buttons_shortcode_and_widget,github,extension,PHP
4033,CVE-2024-24934,CWE-22,elementor,website_builder,github,extension,PHP
4034,CVE-2024-24940,CWE-23,jetbrains,intellij_idea,github,framework,Java
4035,CVE-2024-22889,CWE-276,plone,plone,github,web_app,Python
4036,CVE-2024-22895,CWE-434,dedecms,dedecms,github,web_app,PHP
4037,CVE-2024-31108,CWE-79,iflychat,iflychat,github,extension,PHP
4038,CVE-2024-31116,CWE-89,10web,map_builder_for_google_maps,github,extension,PHP
4039,CVE-2024-31120,CWE-79,wpdevart,gallery,github,extension,JavaScript
4040,CVE-2024-37122,CWE-79,oxilab,accordions,github,extension,PHP
4041,CVE-2024-37117,CWE-79,uncannyowl,uncanny_automator,github,extension,PHP
4042,CVE-2024-37114,CWE-79,takashimatsuyama,my_favorites,github,extension,PHP
4043,CVE-2024-37164,CWE-918,cvat,computer_vision_annotation_tool,github,utility,Python
4044,CVE-2024-37118,CWE-352,uncannyowl,uncanny_automator,github,extension,PHP
4045,CVE-2024-37157,CWE-918,discourse,discourse,github,web_app,Ruby
4046,CVE-2024-37165,CWE-79,discourse,discourse,github,web_app,Ruby
4047,CVE-2024-9225,CWE-79,seopress,seopress,github,extension,PHP
4048,CVE-2024-9210,CWE-79,ibericode,mailchimp_top_bar,github,extension,PHP
4049,CVE-2024-9242,CWE-79,memberful,memberful,github,extension,PHP
4050,CVE-2024-9218,CWE-79,themegrill,magazine_blocks,github,extension,PHP
4051,CVE-2024-9205,CWE-79,wpfactory,maximum_products_per_user_for_woocommerce,github,extension,PHP
4052,CVE-2024-9230,CWE-79,blubrry,powerpress,github,extension,PHP
4053,CVE-2024-9239,CWE-79,booster,booster_for_woocommerce,github,extension,PHP
4054,CVE-2024-9231,CWE-79,butlerblog,wp-members,github,extension,PHP
4055,CVE-2024-9206,CWE-79,madrasthemes,mas_companies_for_wp_job_manager,github,extension,PHP
4056,CVE-2024-7770,CWE-434,bitapps,file_manager,github,extension,JavaScript
4057,CVE-2024-7716,CWE-79,gsplugins,gs_logo_slider,github,extension,PHP
4058,CVE-2024-51377,CWE-79,ladybirdweb,faveo_helpdesk,github,mobile_app,PHP
4059,CVE-2024-51378,CWE-78,cyberpanel,cyberpanel,github,utility,JavaScript
4060,CVE-2024-22514,CWE-22,ispyconnect,agent_dvr,github,server,C#
4061,CVE-2024-22570,CWE-79,njtech,greencms,github,web_app,PHP
